2018,Column,2018
KShs’000,,KShs’000
,"(29,503)
(536,217)
2,136
(2,302)
________",
"(551,562)",,"(540,695)"
"(450,300)",,"(450,300)"
"2,831",,"2,766"
(992),,(713)
_________,,_________
"(1,000,023)","(565,886)","(988,942)"
,"(84,314)
(5,259)
31,896
8,786
________",
"(83,461)",,"(83,461)"
"(6,150)",,"(6,150)"
-,,-
"6,341",,"6,341"
_________,,_________
"(83,270)","(48,891)","(83,270)"
,"371,984
175,000
(387,450)
(306,643)
563,493
(254,614)
_________",
"363,045",,"363,045"
"1,566,726",,"1,566,726"
-,,-
"(39,416)",,"(39,416)"
"347,927",,"347,927"
"(308,879)",,"(308,879)"
_________,,_________
"1,929,403","161,770","1,929,403"
,"(453,006)
14,629
(1,440,899)
_________",
"846,110",,"857,191"
"7,515",,-
"(1,879,276)",,"(1,886,272)"
_________,,_________
"(1,025,651)","(1,879,276)","(1,029,081)"
