"3
4
5
6
7
9
10",Column,Column,Column
,"12,531,640","11,520,764","10,358,801"
"11
12
13
14(a)
10
15","2,191,123
883,028
6,030
119,262
29,558
373,062","1,724,887
527,025
5,703
119,295
29,435
49,686","1,551,254
877,765
5,703
86,236
348,143
216,231"
,"3,602,063","2,456,031","3,085,332"
,"16,133,703","13,976,795","13,444,133"
"16(a)
16(b)
16(c)
16(d)","450,000
648,000
1,900,899
4,086,892
4,466","450,000
648,000
1,210,284
2,290,181
2,958","450,000
648,000
1,242,047
3,276,133
-"
,"7,090,257","4,601,423","5,616,180"
"18
19
9
20
21","677,904
2,357,448
1,895,374
43,155
750,087","639,024
3,182,951
2,219,122
92,823
842,274","517,528
3,279,403
929,580
129,665
871,598"
,"5,723,968","6,976,194","5,727,774"
"19
20
22
23
24","324,945
48,534
853,223
1,944,894
147,882","423,900
48,583
447,643
1,354,477
124,575","407,522
61,462
1,695
1,515,379
114,121"
,"3,319,478","2,399,178","2,100,179"
