"91,690","38,998","91,690","38,998"
-,"25,200",-,"25,200"
"74,612","64,623","74,612","64,623"
"7,551","208,487","7,551","208,487"
"9,720","8,923","9,720","8,923"
"25,476","49,463","25,476","49,463"
"24,968","8,797","24,968","8,797"
"1,605","3,807","1,605","3,807"
"1,448","1,498","1,448","1,498"
-,135,-,135
___________,___________,___________,___________
"____2_3_7_,_0_7_0_","___4__0_9_,_9_3__1","____2_3_7_,_0_7_0_","___4__0_9_,_9_3__1"
