Column,Column,Column,Column,"Computers,",Column
,,,,office,
Freehold,,Plant and,Motor,"equipment,
furniture",
land,Buildings,machinery,vehicles,and fittings,Total
KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
"119,950","1,124,964","5,085,952","395,609","139,739","6,866,214"
"46,385",-,-,"58,814","73,977","179,176"
-,-,-,(660),-,(660)
"166,335","1,124,964","5,085,952","453,763","213,716","7,044,730"
"98,898","1,096,017","3,113,628","354,386","(250,231)","4,412,698"
"67,437","28,947","1,972,324","99,377","463,947","2,632,032"
"166,335","1,124,964","5,085,952","453,763","213,716","7,044,730"
-,-,-,-,-,-
-,"28,125","267,228","77,221","25,905","398,479"
-,-,-,(165),-,(165)
-,-,-,-,"1,145","1,145"
-,"28,125","267,228","77,056","27,050","399,459"
"166,335","1,096,839","4,818,724","376,707","186,666","6,645,271"
