"GROUP COMPANY
2016 2015 2016 2015
KShs’000 KShs’000 KShs’000 KShs’000",Column,Column,Column
"8,871,456
(7,283,948)","8,417,621
(6,591,115)","8,822,902
(7,259,108)","8,308,592
(6,460,440)"
"1,587,508
78,768","1,826,506
208,751","1,563,794
78,768","1,848,152
255,309"
"1,666,276","2,035,257","1,642,562","2,103,461"
"(297,734)
(1,937,310)
(1,015,803)","(453,733)
(1,811,901)
(347,202)","(282,659)
(1,922,736)
(982,636)","(420,288)
(1,794,787)
(339,918)"
"(3,250,847)","(2,612,836)","(3,188,031)","(2,554,993)"
"(1,584,571)
4,357
(618,125)
(305,706)
-
6,238,797","(577,579)
4,068
(369,327)
174,834
836,962
7,273,113","(1,545,469)
4,208
(618,125)
(305,706)
-
6,238,797","(451,532)
3,751
(369,327)
174,834
836,962
7,273,113"
"3,734,752
411,003","7,342,071
(185,001)","3,773,705
411,003","7,467,801
(180,348)"
"4,145,755","7,157,070","4,184,708","7,287,453"
"(8,588)","15,348",-,-
"(8,588)","15,348",-,-
"4,137,167","7,172,418","4,184,708","7,287,453"
46.06,79.52,46.50,80.97
