2023,2022,2023,2022
Shs’000,Shs’000,Shs’000,Shs’000
"(12,727)","(445,852)","(76,640)","(460,642)"
"(3,315)","(5,641)","(3,315)","(5,641)"
___________,___________,___________,___________
"__(_1_6_,_0_4_2__)","_(_4_5_1_,_4_9_3__)","__(_7_9_,_9_5_5__)","(_4__6_6_,_2_8_3__)"
"(109,873)","(29,579)","(109,873)","(29,579)"
"(5,174)","(6,726)","(5,174)","(6,726)"
"2,107,256","369,260","2,107,256","369,260"
-,"92,802",-,"92,802"
___________,___________,___________,___________
"__1_,9_9__2_,2__0_9_","____4_2_5__,7_5_7_","__1_,9_9__2_,2__0_9_","____4_2_5__,7_5_7_"
"366,261","60,823","366,261","60,823"
"(2,229,221)",-,"(2,229,221)",-
"(8,702)","(15,125)","(8,702)","(15,125)"
"___________
(1,871,662)","___________
45,698","___________
(1,871,662)","___________
45,698"
___________,__________,__________,__________
"____1_0__4_,_5_0_5_","____1_9_,_9_6_2_","___4__0_,_5_9_2_","______5_,1_7_2_"
"(61,380)","(14,428)",-,-
"37,156","31,622","25,821","20,649"
"104,505","19,962","40,592","5,172"
__________,__________,__________,__________
"____8_0_,_2_8__1","____3_7__,1_5_6_","____6_6_,_4_1_3_","____2_5_,_8_2__1"
