2011,2010
KShs’000,KShs’000
-,39
-,"(6,909)"
-,(722)
-,(164)
-,"(1,145)"
-,(131)
-,(265)
-,(24)
-,"(9,360)"
-,"(9,321)"
"341,985","320,106"
"126,459","162,207"
"25,565","21,802"
"93,253","55,481"
"15,618","12,421"
"4,947","2,140"
"71,902","12,651"
"679,729","586,808"
"731,171","885,456"
"86,149","42,775"
"1,369","1,778"
290,210
"41,148","33,722"
"48,748","77,484"
"20,848","28,319"
"13,984","17,154"
"13,684","32,272"
"17,515","13,377"
"7,338","9,432"
"7,610","7,952"
"28,433","17,482"
"9,108","10,733"
"23,450","16,359"
"1,050,845","1,194,505"
