"2017
Kshs’000",Column,"2017
Kshs’000"
"2,443,518
330,037
64,090
3,029","2,456,058
211,364
64,548
3,918","2,434,087
329,770
64,090
3,029"
"2,840,674","2,735,888","2,830,976"
"6,947","7,023","6,947"
"(252,701)
4,212","(729,966)
311,940","(252,701)
4,212"
"(248,489)","(418,026)","(248,489)"
"(241,542)","(411,003)","(241,542)"
"(1,712,903)","3,734,752","(1,674,501)"
"(513,871)
48,103
212,706
11,520","1,120,426
100,823
(1,643,937)
11,685","(502,350)
48,103
212,705
-"
"(241,542)","(411,003)","(241,542)"
"76,811
(6,947)
(5,281)
2,302","79,241
(7,023)
-
4,593","72,169
(6,947)
-
1,801"
"66,885","76,811","67,023"
