2018,Column,2018
KShs’000,,KShs’000
,"8,352,683
184,232
9,116
15,867,999
-
994,263
-",
"7,843,588",,"7,843,626"
"190,382",,"190,382"
"6,438",,"6,438"
"27,184,752",,"27,184,752"
-,,"2,500"
"375,664",,"375,664"
"441,057",,"441,057"
__________,"__________
25,408,293
__________",__________
"36,041,881",,"36,044,419"
__________,,__________
,"1,290,102
401,750
-
66,885
38,672
151,686",
"1,248,664",,"1,247,113"
"632,355",,"549,361"
-,,"10,914"
"55,573",,"55,697"
"41,021",,"41,021"
"8,026",,"4,596"
__________,"__________
1,949,095",__________
"1,985,639",,"1,908,700"
"38,027,520","27,357,388","37,953,119"
=========,"=========
450,000
648,000
1,650,387
14,115,692
26,904
__________",=========
"450,000",,"450,000"
"648,000",,"648,000"
"1,506,107",,"1,506,107"
"22,057,519",,"22,022,212"
"34,419",,-
__________,,__________
"24,696,045","16,890,983","24,626,319"
__________,"__________
882,792
1,205,875
1,776,595
404,930
__________",__________
"504,421",,"504,421"
"1,225,891",,"1,225,651"
"3,608,128",,"3,608,128"
-,,-
__________,,__________
"5,338,440","4,270,192
862,029
308,878
2,069,634
2,853,992
101,680
__________","5,338,200"
"662,650",,"662,650"
"347,927",,"347,927"
"1,074,697",,"1,074,697"
"5,806,081",,"5,801,646"
"101,680",,"101,680"
__________,,__________
"7,993,035","6,196,213","7,988,600"
__________,"__________
27,357,388",__________
"38,027,520",,"37,953,119"
