"22,620",4%,(884),"21,736"
"9,605",26%,"(2,467)","7,138"
"10,001",86%,"(8,553)","1,448"
"10,191",91%,"(9,225)",966
"817,577",97%,"(790,828)","26,749"
___________,,___________,___________
"_ _ _8_6__9_,9__9_4_",,"_ _ _(8__1_1_,9_5__7_)","_ _ _ _ _5_8_,_0_3_7_"
