2018,"2017
KShs’000",2018
KShs’000,,KShs’000
,"6,928,307
(6,165,496)
___________
762,811
21,527
183,277
__________
967,615
__________
(131,068)
(1,857,343)
(295,487)",
"5,182,721",,"5,130,127"
"(5,272,608)",,"(5,218,092)"
___________,,___________
"(89,887)",,"(87,965)"
"398,235",,"398,235"
-,,-
__________,,__________
"308,348",,"310,270"
__________,,__________
"(157,435)",,"(510,446)"
"(3,279,404)",,"(3,265,981)"
"(430,416)",,"(417,623)"
__________,"__________
(2,283,898)
__________",__________
"(3,867,255)",,"(4,194,050)"
__________,,__________
"(3,558,907)","(1,316,283)
2,136
(617,017)
134,018
84,243","(3,883,780)"
"2,831",,"2,766"
"(845,278)",,"(845,278)"
"21,233",,"21,233"
"11,342,244",,"11,342,244"
__________,"__________
(1,712,903)
241,542
__________",__________
"6,962,123",,"6,637,185"
"835,424",,"835,424"
__________,,__________
"7,797,547","(1,471,361)","7,472,609"
