Note,2012,2011
,KShs’000,KShs’000
,,Restated*
4,"7,463,528","7,657,923"
5,"116,917","217,453"
6,"80,559","1,233"
7,"11,624","11,681"
8,"1,495,000","1,495,000"
9,"2,500",-
10,"2,293,200","916,925"
11,"59,755","58,586"
,"11,523,083","10,358,801"
12,"1,680,583","1,551,254"
13,"547,859","964,503"
14,"258,634","5,703"
15 (a),"87,289","86,236"
11,"29,435","348,143"
16,"31,709","216,231"
,"2,635,509","3,172,070"
,"14,158,592","13,530,871"
17(a),"450,000","450,000"
17(b),"648,000","648,000"
17(c),"1,210,284","1,242,047"
,"2,608,340","3,362,871"
,"4,916,624","5,702,918"
19,"639,024","517,528"
20,"3,182,951","3,279,403"
10,"2,219,122","929,580"
21,"92,823","129,665"
22,"842,274","871,598"
,"6,976,194","5,727,774"
20,"423,900","407,522"
21,"48,583","61,462"
23,"323,887","1,695"
24,"1,469,404","1,629,500"
,"2,265,774","2,100,179"
,"14,158,592","13,530,871"
