<3 months,3 - 6 months,6 – 12 months,1 - 5 years,Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"20,758",-,-,-,"20,758"
"373,249","719,838","1,572,978",-,"2,666,065"
"(1,480,954)","(3,044,183)","(3,291,009)","(411,376)","(8,227,522)"
"(7,817)","(7,817)","(7,816)","(14,274)","(34,363)"
-,-,-,"(1,942,945)","(1,942,945)"
-,-,"(101,680)",-,"(101,680)"
-,-,-,-,-
"(1,094,764)","(2,332,162)","(1,827,527)","(2,368,595)","(7,619,687)"
<3 months,3 - 6 months,6 – 12 months,1 - 5 years,Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"80,281",-,-,-,"80,281"
"224,265","177,248","42,651",-,"444,164"
"(1,371,635)","(2,970,233)","(3,732,996)","(514,651)","(8,589,515)"
"(10,223)","(10,223)","(10,222)","(14,274)","(44,942)"
-,-,-,"(1,942,945)","(1,942,945)"
-,-,"(101,680)",-,"(101,680)"
-,-,-,-,-
"(1,077,312)","(2,803,208)","(3,802,247)","(2,471,870)","(10,154,637)"
