Column,"118,123
-
-
129,520
-",Column,"-
-
-
736,874
-",Column
"283,627",,-,,"401,750"
-,,-,,-
"151,686",,-,,"151,686"
-,,"127,868",,"994,262"
"38,672",,-,,"38,672"
"473,985","247,643","127,868","736,874","1,586,370"
,"1,019,526
231,432
119,596
112,639
-",,"-
1,316,683
646,380
590,004
-",
"847,489",,"307,048",,"2,174,063"
-,,"228,480",,"1,776,595"
-,,"116,816",,"882,792"
"32,597",,"415,376",,"1,150,616"
"2,069,634",,-,,"2,069,634"
"2,949,720","1,483,193","1,067,720","2,553,067","8,053,700"
"(2,475,735)","(1,235,550)","(939,852","(1,816,193)","(6,467,330)"
