Column,"(173,633)
350,740
(150,448)
-
(14,864)",Column,Column
"779,757","(58,571)","696,776","(71,271)"
"3,318,776
(594,113)
(363,109)","3,667,699
(132,537)
(408,519)","3,318,776
(594,113)
(363,109)","3,667,699
(132,537)
(408,519)"
"2,361,554","3,126,643","2,361,554","3,126,643"
"(196,236)
(37,023)
181,528","(148,845)
(7,695)
147,635","(196,236)
(37,023)
181,528","(148,845)
(7,695)
147,635"
"(414,840)","(417,424)","(414,840)","(417,424)"
"12,324
33,528
(9,405)","19,226
53,464
(12,324)","12,324
33,528
(9,405)","19,226
53,464
(12,324)"
"36,447
117,940
42,597
23,333
80,669","60,366
102,189
16,789
34,921
69,215","36,447
117,940
42,597
23,333
80,669","60,366
102,189
16,789
34,921
69,215"
"300,986","283,480","300,986","283,480"
"141,406
(49,717)","191,128
(49,722)","141,406
(49,717)","191,128
(49,722)"
"91,689","141,406","91,689","141,406"
"29,558
373,062
(853,223)","29,435
49,686
(447,643)","29,558
265,482
(853,223)","29,435
31,709
(447,643)"
,"(368,522)",,
