Column,Column,Column,Column,"Computers,",Column,Column
,,,,office,,
Freehold,,Plant and,Motor,"equipment,
furniture
and","Capital –
work-in-",
land,Buildings,machinery,vehicles,fittings,progress,Total
KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
"74,600","1,221,612","3,813,270","400,412","366,872","1,396,275","7,273,041"
-,-,"28,410","43,346","23,098","996,483","1,091,337"
-,-,-,"(10,805)",-,-,"(10,805)"
-,-,"1,917,428",-,-,"(1,917,428)",-
"21,052",-,-,-,-,-,"21,052"
"24,298","(96,648)","( 673,156)","(37,344)","(250,231)",-,"(1,033,081)"
"119,950","1,124,964","5,085,952","395,609","139,739","475,330","7,341,544"
"98,898","1,096,017","3,113,628","336,372","(250,231)",-,"4,394,684"
"21,052","28,947","1,972,324","59,237","389,970","475,330","2,946,860"
"119,950","1,124,964","5,085,952","395,609","139,739","475,330","7,341,544"
-,"59,801","504,537","178,279","225,353",-,"967,970"
-,"30,540","254,904","84,751","29,107",-,"399,302"
-,-,-,"(5,903)",-,-,"(5,903)"
-,"3,036","8,725","2,910",-,-,"14,671"
-,"(93,377)","(768,166)","(260,037)","(254,460)",-,"(1,376,040)"
-,-,-,-,-,-,-
"119,950","1,124,964","5,085,952","395,609","139,739","475,330","7,341,544"
