"875,746 137,221","903,077","124,121 111,18","235,202","777,765","- 875,746 875,746","- 124,121","124,121","751,625"
"056,756 005,792","051,559","903,321 089,301","982,722","168,727","- 056,756 056,756","- 903,321","903,321","143,435"
"594,453 002,326","596,779","325,951 250,542","575,404","021,375","- 594,453 594,453","- 325,951","325,951","279,491"
"- 000,055","000,055","- 000,831","000,831","000,214",- - -,- -,-,-
"- 000,745,65","000,745,65","- 576,314,1","576,314,1","523,331,55",- - -,- -,-,-
