1.,Dr. Mbira Gikonyo- Chairperson,-,"214,286.00","214,286.00"
,Dan Awendo,-,-,
3.,Geoffrey Luseno,-,"214,286.00","214,286.00"
,TOTAL,-,"428,572.00",
