Column,30TH JUNE
,2021
,Shs
,"48,770,902"
,"393,011,656"
,"1,260,685"
,"2,000"
,"443,045,244"
,"3,451,018,603"
,"173,384,753"
,"10,301,293"
,"3,634,704,650"
,"4,077,749,893"
,"901,632,587"
,"1,431,475,972"
,"2,180,102,313"
,"1,116,454,522"
,"820,660,028"
,"126,289,972"
,"5,403,694"
,"6,582,019,089"
,"(2,947,314,439)"
,"6,582,019,089"
,"(2,504,269,195)"
"405,255,320",
,"405,255,320"
,"68,842,038"
,"(2,414,216,449)"
,"(1,940,119,091)"
,"(564,150,104)"
,"(2,504,269,195)"
