1.,Boniface Kamau - Chairperson,Column,Column,Column
,Susan Kasinga,"50,000.00","50,000.00",
3.,Geoffrey Kamau,"50,000.00","50,000.00","50,000.00"
,Jack Waihenya,,,
5.,Barth Ragalo,,,
,Connie Gakonyo,-,-,
7.,Mbugua Gecaga,"50,000.00","50,000.00","50,000.00"
,Winnie Ngumi,"50,000.00","50,000.00",
,TOTAL,-,"200,000.00",
