"2018
KShs’000
4,247,258
(3,364,961)"
"882,297
435,424
(2,217,154)"
"( 899,433)
-
(599,938)
(601,897)"
"( 2,101,268)
(358,095)
(1,198,772)
(1,556,867)"
"(3,658,135)
155,512"
"(3,502,623)"
"(27,426)
571,169
( 166,435)"
"377,308
-
1,903
( 571)
156,290"
"157,622"
"534,930"
"(2,967,693)"
