"Total
KShs’000
4,902,963",Column,"full copy
Total
or further
equity
KShs’000
7,494,041"
"291,295","335,137","626,432"
"130,512
(63,176)
42,594
-
2,792","55,933
118
-
-
(2,792)","186,445
(63,058)
42,594
-
-"
"112,722","53,259","165,981"
"404,017","388,396","792,413"
"(109,580)
-","(90,488)
-","(200,068)
-"
"(109,580)","(90,488)","(200,068)"
"5,197,400","2,888,986","8,086,386"
"(2,362,677)","84,748","(2,277,929)"
"77,140
5,920
122,394
90,626
-
348,948","-
11,795
(12,519)
-
-
(348,948)","77,140
17,715
109,875
90,626
-
-"
"645,028","(349,672)","295,356"
"(1,717,649)","(264,924)","(1,982,573)"
"188,551
(109,580)
-","-
(88,059)
-","188,551
(197,639)
-"
"78,971","(88,059)","(9,088)"
"3,558,722","2,536,003","6,094,725"
