"Unaudited
Jun-23
KShs’000
564,014
2,324,784
(16,025,382)
(13,136,584)","Audited
Dec-22
KShs’000
187,601
1,873,089
(14,266,287)
(12,205,597)
328,437
(11,877,160)"
"299,365",
"(12,837,219)",
