"2018
KShs’000
(191,256)
41,209"
"(150,047)
(87,986)
100,183
(85,519)"
"(223,369)
-
-
(12,044)"
"(235,413)
( 760)
-"
( 760)
"83,656
190,490
41,065
(80,912)"
"234,299"
"(1,874)
1,906"
32
