"2016
KShs’000
8,177,350
(7,109,323)"
"1,068,027
2,064,969
(2,591,643)"
"541,353
( 724,202)
( 719,184)"
"( 902,033)"
"( 94,012)
( 619,056)"
"( 713,068)"
"(1,615,101)
751,211"
"( 863,890)"
"-
327,688
( 98,469)"
"229,219"
"( 171,764)
( 52,005)"
"( 223,769)"
"5,450"
"( 858,440)"
