CONSOLIDATED STATEMENT OF CASHFLOWS,Column
,Dec 31st 2010
,Ksh 000's
,"630,585"
,"174,374"
,"804,959"
,"(205,933)"
,"(472,128)"
,"(4,301)"
,"570,563"
,"3,870"
,"697,030"
,"(157,965)"
,"(14,764)"
,"(60,194)"
,"464,107"
,"(670,144)"
,"(122,481)"
,-
,-
,"(122,481)"
,"(328,518)"
,"(27,420)"
,"301,098"
,"(328,518)"
