CONSOLIDATED BALANCE SHEET,Column
,Dec 31st 2010
,Ksh 000's
,"3,733,378"
,"345,502"
,"160,200"
,"371,129"
,"93,625"
,"1,520,955"
,"914,268"
,"2,720"
,"7,141,777"
,"1,944,264"
,"1,913,833"
,"29,520"
,"207,084"
,"4,094,701"
,"11,236,478"
,"133,519"
,"106,684"
,"2,407,642"
,"367,556"
,"447,682"
,"434,989"
,"53,408"
,-
,"3,951,480"
,"1,341,974"
,"5,293,454"
,"590,746"
,"25,533"
,"2,755,239"
,"3,371,518"
,"234,504"
,"814,737"
,"1,386,879"
,"104,060"
,38
,"31,288"
,"2,571,506"
,"14
5,943,024"
,"11,236,478"
