Column,2021,2020
Name,No. of shares held,No. of shares held
Shaka Kariuki,Nil,Nil
Wale Adeosun,Nil,Nil
Kamal Pallan,Nil,Nil
Kariithi Njogu,"12,520,370","12,520,370"
Ann Mutahi,Nil,Nil
Wanjiku Muchemi,"3,912,670","3,912,671"
