Column,2024,Column
,KShs’000,
,"872,393",
,"150,299",
,"1,022,692",
"Carrying
amount","Recoverable
amount",Impairment loss
KShs’000,KShs’000,KShs’000
"367,662","348,000","19,662"
"385,637","255,000","130,637"
"119,001","125,000",-
"44,592","46,707",-
"916,892","774,707","150,299"
"Carrying
amount","Recoverable
amount",Impairment loss
KShs’000,KShs’000,KShs’000
"367,662","415,000",-
"385,637","441,000",-
"141,001","119,001","22,000"
"44,592","46,845",-
"938,892","1,021,846","22,000"
"Regal Paints
Uganda
Limited","Crown Paints
Tanzania
Limited","Crown Paints
Rwanda Limited"
25.8%,23.3%,21.9%
5.3%,5.7%,5.0%
