"2015
KShs’000
216,697
142,782
13,325
265
134,818
(24,812)
155,533
(2,184)
389","2014
KShs’000
151,481
119,927
11,186
265
14,465
-
87,888
(2,429)
(3,506)"
"636,813
(61,275)
(330,222)
423,908
(90,654)
70,292","379,277
(179,101)
(386,169)
219,823
(123,523)
79,871"
"648,863
(143,170)
2,184
(168,352)","(9,822)
(183,566)
2,429
(87,888)"
"339,524","(278,847)"
"(379,675)
(18,097)
1,316
-","(320,602)
(19,228)
6,106
(1,293)"
"(396,456)","(335,017)"
"251,554
40,736
(41,522)","74,929
351,335
(41,522)"
"250,768","384,742"
"193,836
(172,132)
3,494
(77,570)","(229,122)
68,198
3,257
(14,465)"
"(52,372)","(172,132)"
