<30 days,Column,"61-90
days",Column,">120
days",Column,Total
KShs’000,,KShs’000,,KShs’000,,KShs’000
,"-
(8,914)
(211,990)
(56,920)
(77,573)
-
(371)",,"-
(22,148)
(66,785)
-
(50,338)
-
-",,"-
(358,983)
(227,463)
-
-
-
-",
"(400,329)",,-,,-,,"(400,329)"
"(24,102)",,"(19,261)",,"(115,924)",,"(549,332)"
"(169,696)",,"(168,840)",,"(73,103)",,"(917,877)"
"(132,042)",,"(202,934)",,-,,"(391,896)"
"(2,474,045)",,"(11,794)",,"(64,896)",,"(2,678,646)"
"(82,644)",,-,,-,,"(82,644)"
"(53,386)",,-,,(706),,"(54,463)"
"(3,336,244)","(355,768)","(402,829)","(139,271)","(254,629)","(586,446)","(5,075,187)"
