Shares
"113,361,492"
"29,000,508"
"142,362,000"
Shares
"61,741,405"
"442,686"
"70,706,356"
"9,471,553"
"142,362,000"
Shares
"172,707"
"2,295,455"
"1,160,945"
"4,077,686"
"4,057,472"
"130,597,735"
"142,362,000"
