"(7,496)","(43,744)","20,220"
"20,220
(27,716)","196
(43,940)","20,220
-"
"(7,496)","(43,744)","20,220"
"225,625
(14,887)","160,429
51,693","224,014
(14,887)"
"210,738","212,122","209,127"
"527,974","395,935","36,235"
"158,392
(35,349)
2,333
1,611
83,751","118,781
(88,158)
96,496
2,374
82,629","10,870
-
198,257
-
-"
"210,738","212,122","209,127"
