"2016
KShs’000
272,043
157,020
122,549
15,144
265
109,063
(78,629)
209,726
(1,728)
111,404
191
(10,920)
34,533
(29,633)
(1,190)","2015
KShs’000
216,697
142,782
-
13,325
265
134,818
(24,812)
155,533
(2,183)
98,985
5,334
-
40,774
(803)
389"
"909,838
(320,179)
106,807
262,002
(166,158)
82,185","781,104
(165,594)
(370,192)
423,909
(90,654)
70,292"
"874,495
(327,658)
1,728
(218,253)","648,865
(143,170)
2,183
(168,352)"
"330,312","339,526"
"(246,084)
(6,685)
5,977","(379,675)
(18,097)
1,316"
"(246,792)","(396,456)"
"1,501,265
(1,302,331)
2,089,591
(2,233,177)
(42,709)","1,465,019
(1,213,465)
2,961,939
(2,921,203)
(41,522)"
"12,639","250,768"
"96,159
(52,372)
27,471","193,838
(172,132)
(74,078)"
"71,258","(52,372)"
