"2022
KShs’000",Column,"2022
KShs’000"
,"2,383,410
74,751
463,671",
"2,113,349",,"1,805,815"
"143,032",,"127,127"
"453,631",,"259,095"
"2,710,012","2,921,832","2,192,037"
