latoT,shSK,"487,638,6","603,021,06","262,889,85","306,006,84","051,900,3","051,900,3","051,900,3","504,375,381"
,,"293,727","604,648,3","263,290,21","307,452,6",-,-,-,"368,029,22"
gnittiS secnawolla,shSK,-,-,-,-,"057,241,2","057,241,2","057,241,2","052,824,6"
,,-,"000,052,2","000,578,1","000,575,1",-,-,-,"000,007,5"
"sgninrae gnidulcni noisnep noitubirtnoc
ssorG",shSK,"293,901,6","009,320,45","009,020,54","009,077,04","004,668","004,668","004,668","292,425,841"
