"2022
KShs’000",Column,"2022
KShs’000"
"519,555","427,190
103,642
(11,277)","1,047,540"
"43,619",,"225,700"
"(300,627)",,"(300,627)"
"262,547","519,555","972,613"
,"103,642
(11,277)",
"43,619",,"225,700"
"(300,627)",,"(300,627)"
"(257,008)","92,365","(74,927)"
,"61,673
47,167
410,946",
"81,460",,"363,965"
"78,581",,"119,766"
"761,418",,"1,213,133"
"921,459","519,786
(519,555)","1,696,864"
"(262,547)",,"(972,613)"
"658,912",231,"724,251"
