"2016
KShs’000
407,260
131,923
122,549
13,067
265
2,746
(14,388)
209,726
(1,716)
74,653
191
(10,920)
32,751
(29,374)
(1,142)","2015
KShs’000
456,588
116,824
-
12,319
265
23,266
(21,774)
155,533
(2,181)
73,806
1,050
-
38,369
(655)
750"
"937,591
(225,619)
83,844
274,701
(321,544)
79,979","854,160
(16,724)
(286,190)
351,956
(444,242)
71,783"
"828,952
(319,161)
1,716
(218,253)","530,743
(137,521)
2,181
(168,352)"
"293,254","227,051"
"(212,123)
(5,979)
5,696","(344,060)
(9,573)
23"
"(212,406)","(353,610)"
"1,501,265
(1,302,331)
2,089,591
(2,233,177)
(42,709)","1,465,019
(1,213,465)
2,961,939
(2,921,203)
(41,522)"
"12,639","250,768"
"93,487
(81,891)
11,672","124,208
(204,608)
(1,492)"
"23,268","(81,891)"
