"Share
capital
KShs’000
355,905
-
-","Share
premium
KShs’000
80,174
-
-","evaluation
reserve
KShs’000
129,570
-
-","Foreign
currency
transalation
reserve
KShs’000
89,597
-
6,371","Retained
earnings
KShs’000
906,870
223,294
-","Total
equity
KShs’000
1,562,116
223,294
6,371"
-,-,-,"6,371","223,294","229,665"
"-
7 -
on -
-","-
-
-
-","(3,749)
(24,730)
-
-","-
-
-
-","3,749
24,730
8,544
(42,709)","-
-
8,544
(42,709)"
"355,905","80,174","101,091","95,968","1,124,478","1,757,616"
"355,905
-","80,174
-","101,091
-","95,968
-","1,124,478
(947,876)
79,350","1,757,616
(947,876)
79,350"
"355,905","80,174","101,091","95,968","255,952","889,090"
"-
-","-
-","-
-","-
(9,293)","183,813
-","183,813
(9,293)"
-,-,-,"(9,293)","183,813","174,520"
"-
-
18 -
tion -
-","-
-
-
-
-","(1,119)
-
(18,743)
-
-","-
-
-
-
-","1,119
336
18,743
5,623
(42,709)","-
336
-
5,623
(42,709)"
"355,905","80,174","81,229","86,675","422,877","1,026,860"
