"2021
KShs’000",Column,"2021
KShs’000"
"435,464",,"263,497"
"235,116",,"115,822"
"(59,315)",,"(59,315)"
"4,800",,-
"616,065","435,464","320,004"
,"104,355
118,650
(6,151)
5,248",
"222,102",,"109,743"
"155,895",,"92,672"
"(49,803)",,"(49,802)"
"7,485",,-
"335,679","222,102","152,613"
"280,386","213,362","167,391"
"155,895","118,650","92,672"
"31,582","24,969","24,213"
