DEMAT ANALYSIS,Column,Column,Column
,SHARES,%,HOLDERS
CDSC,"23,092,538",32.44%,"1,735"
CERTIFICATED,"48,088,462",67.56%,777
TOTALS,"71,181,000",100%,"2,512"
ANALYSIS BY VOLUME,,,
VOLUME,SHARES,%,HOLDERS
1 - 500,"175,276",0.25%,995
501 - 5000,"2,386,382",3.35%,"1,204"
5001 - 10000,"1,114,465",1.57%,152
10001 - 100000,"3,947,599",5.55%,143
100001 - 1000000,"4,401,792",6.18%,15
>1000000,"59,155,486",83.11%,3
TOTALS,"71,181,000",100.00%,"2,512"
ANALYSIS BY DOMICILE,,,
DOMICILE,SHARES,%,HOLDERS
FOREIGN COMPANIES,"25,588,221",35.95%,5
FOREIGN INDIVIDUALS,"323,055",0.45%,29
LOCAL COMPANIES,"36,157,190",50.80%,180
LOCAL INDIVIDUALS,"9,112,534",12.80%,"2,331"
TOTAL,"71,181,000",100.00%,"2,545"
