"2023
KShs’000",Column,"2023
KShs’000"
"262,547","519,555
43,619
(300,627)","972,613"
"40,420",,"95,657"
"(1,851)",,"(198,253)"
"301,116","262,547","870,017"
,"43,619
(300,627)",
"40,420",,"95,657"
"(1,851)",,"(198,253)"
"38,569","(257,008)","(102,596)"
