"2016
KShs’000
1,214,145
36,635
7,964
18,540","2015
KShs’000
1,177,776
45,703
8,229
13,933"
"1,277,284","1,245,641"
"1,503,554
1,468,849
475,673
205,632
128,037","1,615,261
1,260,264
309,514
108,468
-"
"3,781,745","3,293,507"
"5,059,029","4,539,148"
"355,905
1,206,211","355,905
996,877"
"1,562,116","1,352,782"
"246,703","209,903"
"246,703","209,903"
"134,374
467,889
507,403
299,095
1,840,289
1,160","160,840
305,755
650,989
216,910
1,589,205
52,764"
"3,250,210","2,976,463"
"5,059,029","4,539,148"
