Column,Column,"2022
KShs’000"
,,"775,008"
,,"75,385"
,,"850,393"
"Carrying amount
KShs’000",,"Impairment loss
KShs’000"
"367,662",,-
"385,637",,-
"141,001",,"22,000"
"44,592",,-
"938,892","1,021,846","22,000"
,"Recoverable
amount
KShs’000
396,000
422,000
141,001
44,592",
"Carrying amount
KShs’000",,"Impairment loss
KShs’000"
"367,662",,-
"385,637",,-
"163,978",,"22,977"
"97,000",,"52,408"
"1,014,277","1,003,593","75,385"
,"Crown Paints
Tanzania Limited
21.2%",
"Regal Paints
Uganda Limited",,"Crown Paints
Rwanda Limited"
24.6%,,21.8%
5.3%,5.7%,5.0%
