"Share
capital
KShs’000
118,635",Column,"Revaluation
Reserve
KShs’000
101,693",Column,"Retained
Earnings
KShs’000
1,036,998"
"-
-","-
-","-
-","-
28,956","30,748
-"
-,-,-,"28,956","30,748"
"237,270
-
-
-","-
-
-
-","-
(13,890)
-
-","-
-
-","(237,270)
13,890
(12,731)
(41,522)"
"355,905","80,174","87,803","38,787","790,113"
"355,905","80,174","87,803","38,787","790,113"
"-
-","-
-","-
50,820","-
50,810","131,796
-"
-,-,"50,820","50,810","131,796"
"-
-
-","-
-
-","(9,053)
-
-","-
-
-","9,053
18,617
(42,709)"
"355,905","80,174","129,570","89,597","906,870"
