"2020
KShs’000",Column,"2020
KShs’000"
"334,139",,"242,339"
"1,213,440",,"1,012,889"
"104,136",,"175,701"
"1,651,715","1,754,885","1,430,929"
,"8,297
396,770
527,574
177,627
89,627
2,380,663",
"30,291",,"30,291"
"807,322",,"694,344"
"510,881",,"510,881"
"207,072",,"150,093"
"44,019",,"49,901"
"2,024,730",,"1,676,777"
"3,624,315","3,580,558","3,112,287"
