"2015
KShs’000
1,083,162
36,846
8,229
48,512
204,028
13,933","2014
KShs’000
843,880
39,592
8,494
48,512
204,028
-"
"1,394,710","1,144,506"
"1,359,048
883,293
1,428,411
-
78,947","1,110,571
941,427
984,170
19,427
92,787"
"3,749,699","3,148,382"
"5,144,409","4,292,888"
"355,905
1,724,312","118,635
1,744,356"
"2,080,217","1,862,991"
"209,903
-","-
4,925"
"209,903","4,925"
"160,838
305,755
650,989
1,415,624
261,332
59,751","297,395
264,104
610,253
1,063,671
189,549
-"
"2,854,289
5,144,409","2,424,972
4,292,888"
