"2022
KShs’000",Column,"2022
KShs’000"
,"676,874
1,458,682
231",
"578,989",,"469,162"
"1,611,660",,"1,251,988"
"658,912",,"724,251"
"2,849,561","2,135,787","2,445,401"
,"15,053
517,821
527,574
292,616
67,326
2,868,073",
"507,715",,"495,877"
"1,027,767",,"884,262"
"798,263",,"798,263"
"424,510",,"349,084"
"39,617",,"75,857"
"2,624,670",,"2,113,527"
"5,422,542","4,288,463","4,716,870"
