"21,785,409","5,122,236",-,"26,907,645"
"(8,653,708)","(672,708)",-,"(9,326,416)"
"13,131,701","4,449,528",-,"17,581,229"
"1,188,942","5,044,476","467,226","6,700,644"
"(189,700)","(1,422,426)",-,"(1,612,126)"
"1,834,023","200,092",-,"2,034,115"
"15,964,966","8,271,670","467,226","24,703,862"
"(14,408,798)","(5,521,940)",-,"(19,930,738)"
"5,581,071","384,136",-,"5,965,207"
"(8,827,727)","(5,137,804)",-,"(13,965,531)"
"(2,935,009)","(1,163,828)","(122,000)","(4,220,837)"
"(2,440,109)","(945,432)",-,"(3,385,541)"
"(5,375,118)","(2,109,260)","(122,000)","(7,606,378)"
"1,762,121","1,024,606","345,226","3,131,953"
-,-,-,-
"180,172","170,101","1,080,479","1,430,752"
"1,942,293","1,194,707","1,425,705","4,562,705"
"(561,221)","(271,461)","(54,076)","(886,758)"
"1,381,072","923,246","1,371,629","3,675,947"
