"2004
Total
Shs'000"
"964,713
41,893"
"1,006,606
(51,793)"
"954,813
121,914
288,285"
"410,199"
"23,503
221,258"
"244,761"
"279,915"
"579,768"
"44,266
6,348
139,290
75,072
(58,850)
(8,278)"
"777,616"
"3,310,325
-
-
-
(11,511)"
"3,298,814
4,075"
"4,080,505"
