Column,2017,2016
Capital and reserves,KShs’ 000,
Authorised Capital,"450,000","350,000"
Issued Capital,"362,365","329,423"
Paid-up Capital,"362,365","329,423"
Retained Earnings,"19,512,980","16,352,839"
