Stage 1,Stage 2,Stage 3,Total
Kes’000,Kes’000,Kes’000,Kes’000
"54,806,435",-,-,"54,806,435"
"579,736",-,-,"579,736"
"49,663",-,-,"49,663"
"1,004,928",-,-,"1,004,928"
"2,695,021","893,086","425,183","4,013,290"
"2,334,250",-,-,"2,334,250"
"1,738,814",-,-,"1,738,814"
"9,496,402",-,-,"9,496,402"
"5,523,595",-,-,"5,523,595"
"78,228,844","893,086","425,183","79,547,113"
