Directors Fees,Sitting Allowance,Bonuses,"Expense
allowances",Total
Kes.,Kes.,Kes.,Kes.,Kes.
-,-,-,-,-
-,-,--,-,-
-,-,-,-,-
"540,000","140,000",-,-,"680,000"
-,-,-,-,-
"540,000","140,000",-,-,"680,000"
"360,000","100,000",-,-,"460,000"
"720,000","160,000",-,-,"880,000"
-,-,-,-,-
"2,160,000","540,000",-,-,"2,700,000"
