-
"30,887,592"
"5,582,737"
"(3,343,019)"
"(1,669,697)"
"31,457,613"
"13,346,509"
"4,639,956"
"169,439"
"1,888,264"
"324,952"
"(3,939,646)"
"(1,726,430)"
