"IFRS 9
carrying
amount 1
January 2018"
KShs ‘000
"1,517,872"
-
(919)
"1,516,953"
"10,585,597"
-
"(1,067)"
"10,584,530"
"47,195,222"
-
"(1,038)"
"47,194,184"
"4,204,795"
-
-
"(48,603)"
"4,156,192"
"904,007"
-
(14)
"903,993"
"109,098"
-
-
"109,098"
"1,080,642"
-
-
"1,080,642"
"65,545,592"
