"2006
Shs'000"
"664,687
32,290
845,636
(529,868)
678,243
(749,586)
(9,183)
(131,624)
(2,744)"
"797,851
(35,452)
(410,203)"
"352,196
(80,402)"
"271,794"
"749,586
34,690
2,049,357
(42,348)
(44,825)
(2,237,955)
(10,447)
(48,710)
9,755
(13,545)
(221,173)
(124,585)"
"99,800"
"(135,322)"
"(135,322)"
"236,272
775,922
(46,121)"
"966,073"
