Kenya,Mauritius,Column
30%,33%,
"3,214,626","9,162,746","12,377,372"
"3,592,215","226,940","3,819,155"
"(803,079)","(380,394)","(1,183,473)"
"(592,358)","(409,525)","(1,001,883)"
"5,411,404","8,599,767","14,011,171"
"9,488,422","403,179","9,891,601"
"997,135","340,528","1,337,663"
-,-,-
"948,193","(8,191)","940,002"
"(92,468)","403,178","310,710"
"(725,000)","(821,429)","(1,546,429)"
"130,725","(426,442)","(295,717)"
