"2008
Shs ‘000"
"900,692
21,486
(508,779)
102,330
1,066,131
1,621,003
(1,739,627)
(155,611)"
"1,307,625
(634,532)
687,407"
"1,360,500
(155,702)"
"1,204,798"
"1,325,574
46,860
1,519,067
968
-
(11,652)
116,476
(3,246,226)
(19,720)
(264,707)
41,263
(7,313)
844,375
11,607"
"356,572"
"45,717
(191,250)"
"(145,533)"
"1,415,837
2,254,524
102,725"
"3,773,086"
