"132,976","60,984","23,694","217,654"
"135,290","28,135",-,"163,425"
"298,299","4,180,000","1,533,582","6,011,881"
"1,655,602","1,830,934","5,776,669","9,263,205"
"138,908","32,096","8,683","179,687"
"2,033,986","6,357,238","146,629","8,537,853"
"79,869",-,-,"79,869"
"1,293","715,074",-,"716,367"
"4,864,967","34,763,536","37,609","39,666,112"
"22,894","1,400,784",-,"1,423,678"
"7,304,976","311,572",-,"7,616,548"
"6,738,281","153,679",-,"6,891,960"
"221,842",-,-,"221,842"
"917,097","261,599","62,369","1,241,065"
"8,923","103,363","11,728","124,014"
"2,844,242","4,302,437","100,944","7,247,623"
"400,872","138,311","425,777","964,960"
"27,800,317","54,639,742","8,127,684","90,567,743"
"89,241","63,541","10,407","163,189"
"7,442,502","12,838,559",-,"20,281,061"
"8,708,799",-,-,"8,708,799"
-,"35,988,354",-,"35,988,354"
"216,947","76,077",-,"293,024"
"1,103,642","232,610",-,"1,336,252"
"1,673,299","185,277","377,686","2,236,262"
"103,299","2,582","33,252","139,133"
"19,337,729","49,387,000","421,345","69,146,074"
"8,462,588","5,252,742","7,706,339","21,421,669"
