"16,021,325","3,161,907","4,082,245","1,217,070","299,496","24,782,043"
"(3,049,642)","(1,920,634)","(2,631,088)","(634,133)","(215,325)","(8,450,822)"
"12,971,683","1,241,273","1,451,157","582,937","84,171","16,331,221"
"3,716,430","853,326","207,803","8,216","47,807","4,833,582"
"1,234,767",-,-,-,-,"1,234,767"
"742,537","401,143","615,342","170,098","47,195","1,976,315"
"18,665,417","2,495,742","2,274,302","761,251","179,173","24,375,885"
"(15,596,326)","(1,474,042)","(2,266,264)","(961,123)","(184,269)","(20,482,024)"
"1,883,519","850,350","1,280,711","472,832","124,133","4,611,545"
"(13,712,807)","(623,692)","(985,553)","(488,291)","(60,136)","(15,870,479)"
"(2,005,641)","(370,664)","(497,141)","(168,285)","(64,985)","(3,106,716)"
"(1,882,611)","(311,527)","(530,700)","(136,806)","(19,584)","(2,881,228)"
"(3,888,252)","(682,191)","(1,027,841)","(305,091)","(84,569)","(5,987,944)"
"1,064,359","1,189,858","260,908","(32,131)","34,468","2,517,462"
-,"(49,745)",-,-,-,"(49,745)"
"1,046,587","434,981",-,-,-,"1,481,568"
"2,110,946","1,575,094","260,908","(32,131)","34,468","3,949,285"
"(422,638)","(320,375)","(95,269)",-,"(7,350)","(845,632)"
"1,688,308","1,254,719","165,639","(32,131)","27,118","3,103,653"
