35%,49%,20%,30%,20%,Column
"13,265,771","6,537,429","1,315,664","1,285,739","123,764","22,528,367"
"(8,633,906)","(4,593,167)","(992,926)","(741,538)","(66,991)","(15,028,528)"
"4,631,865","1,944,262","322,738","544,201","56,773","7,499,839"
"1,710,576","952,689","64,546","163,260","11,355","2,902,426"
"3,240,183","2,435,066","781,647","219,923","12,945","6,689,764"
"719,430","327,186","45,523","123,851","6,469","1,222,459"
"374,453","70,544","(20,046)","19,336","11,120","455,407"
"1,093,883","397,730","25,477","143,187","17,589","1,677,866"
"251,800","160,321","9,105","37,155","1,294","459,675"
"131,058","34,566","(4,009)","5,801","2,224","169,640"
-,-,-,-,-,-
"382,858","194,887","5,096","42,956","3,518","629,315"
"1,060,097","367,219","(32,879)","68,543","(6,399)","1,456,581"
"(797,597)","(549,803)","(3,071)","43,236","9,627","(1,297,608)"
"(185,186)","12,429",-,-,-,"(172,757)"
"77,314","(170,155)","(35,950)","111,779","3,228","(13,784)"
