"2007
Shs ’000"
"11,482
120,164
6,849
1,846"
"140,341"
"7,163
21,650
563
3,056"
"32,432"
"2,961
2,633
8,450"
"14,044"
"1,981
5,441
127
36"
"7,585"
"1,237
30,723
4,369
520"
"36,849"
"1,080,697"
"1,080,697"
"1,879"
"1,879"
-
-
"782
533,928"
"534,710"
-
-
