Net closing balance,"1,250,559","(207,307)","(56,222)","(621,143)"
"Closing assets 18,994 - - 18,994",,,,
"Closing liabilities 1,269,553 172,514 27,967 1,470,034",,,,
Net closing balance,"(1,250,559)","(172,514)","(27,967)","(1,451,040)"
