"17,618,934","3,763,960","4,388,958","716,745","419,048","26,907,645"
"(4,231,987)","(1,997,770)","(2,626,157)","(194,346)","(276,156)","(9,326,416)"
"13,386,947","1,766,190","1,762,801","522,399","142,892","17,581,229"
"4,887,329","1,578,258","161,900","8,394","64,763","6,700,644"
"(1,612,126)",-,-,-,-,"(1,612,126)"
"799,860","452,168","638,792","82,744","60,551","2,034,115"
"17,462,010","3,796,616","2,563,493","613,537","268,206","24,703,862"
"(15,133,377)","(1,741,212)","(2,331,556)","(522,286)","(202,307)","(19,930,738)"
"3,500,466","878,736","1,265,589","194,115","126,301","5,965,207"
"(11,632,911)","(862,476)","(1,065,967)","(328,171)","(76,006)","(13,965,531)"
"(2,817,442)","(528,229)","(623,057)","(162,454)","(89,655)","(4,220,837)"
"(2,261,297)","(424,634)","(562,533)","(105,216)","(31,861)","(3,385,541)"
"(5,078,739)","(952,863)","(1,185,590)","(267,670)","(121,516)","(7,606,378)"
"750,360","1,981,277","311,936","17,696","70,684","3,131,953"
-,-,-,-,-,-
"762,884","667,868",-,-,-,"1,430,752"
"1,513,244","2,649,145","311,936","17,696","70,684","4,562,705"
"(522,857)","(240,193)","(108,433)","5,067","(20,342)","(886,758)"
"990,387","2,408,952","203,503","22,763","50,342","3,675,947"
